d_12: Major Occupancy,d_13: Reference Standard,d_14: Actual (Bills) or Targeted (Design) Use,d_15: Carbon Benchmarking Standard,h_12: Reporting Period,h_13: Service Life: yrs.,h_14: Project Name,h_15: Conditioned Area: m²,i_16: Certifier,i_17: License Number,l_12: Electricity Price: $/kWh Avg.,l_13: Gas Price: $/m³,l_14: Propane Price: $/kg,l_15: Wood Price: $/m³,l_16: Oil Price: $/litre,d_19: Province,h_19: City,h_20: Current or Future Weather Values,h_21: Capacitance Method,i_21: Capacitance Factor %,m_19: Days Cooling,l_20: Summer Night (Seasonal Mean) ºC,l_21: Summer Mean RH%,l_24: Cooling Override,d_27: Actual Total Electricity Use: kWh/yr,d_28: Actual Total Fossil Gas Use: m³/yr,d_29: Actual Total Propane Use: kg/yr,d_30: Actual Total Oil Use: litres/yr,d_31: Actual Total Wood Use: m³/yr,l_28: Actual Total Fossil Gas Use: m³/yr,l_29: Actual Total Propane Use: kg/yr,l_30: Actual Total Oil Use: litres/yr,l_31: Actual Total Wood Use: m³/yr,h_35,d_39: Typology Selection,i_41: User Modelled Embodied Carbon (A1-3): kgCO2e/m²,d_44: Photovoltaics: kWh/yr,d_45: Wind Energy: kWh/yr,d_46: Remove EV Charging from TEUI: kWh/yr,i_44: WWS Electricity (Offsite REC): kWh/yr,k_45: Green Natural Gas: m³,i_46: Reserved Removals (Special Cases): kWh/yr,m_43: Exterior/Site/Other Loads: kWh/yr,d_49: Water Use Method,e_49: User Defined Water Use: l/pp/day,e_50: Engineer Defined SHW/DHW Energy: kWh/yr,d_51: DHW/SHW Energy Source,d_52: DHW/SHW Efficiency Factor: %,d_53: DWHR Efficiency: %,d_56: Radon Target: Bq/m³,d_57: CO2 Target: ppm,d_58: TVOC Target: ppm,d_59: RH Heating Season Target: %,i_59: RH Cooling Season Target: %,d_63: Occupant Count,g_63: Occupied Hours/Day,d_64: Occupant Activity Level,d_66: Lighting Density: W/m²,d_68: Elevator Status,g_67: Equipment Efficiency Spec,d_73: S10: Doors Area: m²,d_74: S10: Window Area North: m²,d_75: S10: Window Area East: m²,d_76: S10: Window Area South: m²,d_77: S10: Window Area West: m²,d_78: S10: Skylights: m²,e_73: Doors: Orientation,e_74: Window North: Orientation,e_75: Window East: Orientation,e_76: Window South: Orientation,e_77: Window West: Orientation,e_78: Skylight: Orientation,f_73: Door: SHGC,f_74: Window North: SHGC,f_75: Window East: SHGC,f_76: Window South: SHGC,f_77: Window West: SHGC,f_78: Skylight: SHGC,g_73: Door: Winter Shading %,g_74: Window North: Winter Shading %,g_75: Window East: Winter Shading %,g_76: Window South: Winter Shading %,g_77: Window West: Winter Shading %,g_78: Skylights: Winter Shading %,h_73: Doors: Summer Shading %,h_74: Window North: Summer Shading %,h_75: Window East: Summer Shading %,h_76: Window South: Summer Shading %,h_77: Window West: Summer Shading %,h_78: Skylights: Summer Shading %,d_80: Gains Utilization Factor (n-Factor),d_85: Roof: Area m²,f_85: Roof: RSI Value K·m²/W,d_86: Walls Above Grade: Area m²,f_86: Walls Above Grade: RSI Value K·m²/W,d_87: Floor Exposed: Area m²,f_87: Floor Exposed: RSI Value K·m²/W,g_88: Doors: U-Value W/m²·K,g_89: Window Area North: U-Value W/m²·K,g_90: Window Area East: U-Value W/m²·K,g_91: Window Area South: U-Value W/m²·K,g_92: Window Area West: U-Value W/m²·K,g_93: Skylights: U-Value W/m²·K,d_94: Walls Below Grade: Area m²,f_94: Walls Below Grade: RSI Value K·m²/W,d_95: Floor Slab: Area m²,f_95: Floor Slab: RSI Value K·m²/W,d_96: Interior Floors: Area m²,d_97: Thermal Bridge Penalty: Factor %,d_103: Heating Natural Air Leakage Heatloss,g_103: Heating Natural Air Leakage Heatloss,d_105: Total Conditioned Volume,d_108: NRL₅₀ Target Method,g_109: ACH₅₀ Target (Converts B.18.1),d_113: Primary Heating System,f_113: Primary Heating System HSP or HSPF2,j_115: AFUE (Annual Fuel Utilization Efficiency),j_116: COP Cool (Dedicated Cooling System),d_116: Select Cooling System,d_118: HRV/ERV/MVHR Sensible Recovery Efficiency (SRE): %,g_118: Ventilation Method (Volume or Occupant Based),l_118: ACH (Air Changes per Hour) for Volume-Based Ventilation,d_119: Per Person Ventilation Rate: l/s per person,l_119: Summer Boost Multiplier,k_120: Unnoccupied Ventilation Setback (%),d_142: Cost Premium of HP Equipment: $
C-Residential,PH Classic,Utility Bills,Self Reported,2023,50,Residence: PHI Classic,151.5,ACME Architects Inc,00042,0.13,0.507,1.62,180,1.5,QC,Hemmingford,Present,Capacitance,50,120,20.43,55.85,24,8029.5,0,0,0,0.5,1921,2970,2753,150,,Modelled Value,120,0,0,0,0,0,0,0,PHPP Method,40,10000,Electric,100,0,50,550,100,45,45,3,12,Normal,1.5,No Elevators,Efficient,2,8.48,4.84,27.75,12.05,0,North,North,East,South,West,Skylight,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,PH Method,109.74,23,248.82,11.8,0,9,0.650,0.650,0.650,0.650,0.650,0.650,0,5.85,106.45,8.75,45.05,5,1.5,Normal,453,PH_CLASSIC,1.3,Electricity,12.5,0.90,2.66,No Cooling,84,Occupant Constant,3,14.7,None,90,15000
C-Residential,PH Classic,Targeted Use,TGS4,2023,50,Residence: PHI Classic,151.5,ACME Architects Inc,00042,0.13,0.507,1.62,180,1.5,QC,Hemmingford,Present,Capacitance,50,120,20.43,55.85,24,8029.5,0,0,0,0.5,1921,2970,2753,150,,Pt.9 Res. Stick Frame,125,0,0,0,0.00,0,0,0,NBC Method,40,10000,Electric,90,0,50,550,100,45,45,3,12,Normal,1.1,No Elevators,Regular,2,8.48,4.84,27.75,12.05,0,Average,North,East,South,West,Skylight,0.35,0.35,0.35,0.35,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0,NRC 40%,109.74,4.87,248.82,4.21,0,5.64,1.600,1.600,1.600,1.600,1.600,1.600,0,3.72,106.45,1.96,45.05,50,1.5,Normal,453,MEASURED,3,Electricity,7.1,0.90,0.00,No Cooling,75.00,Volume Constant,0.41,12.50,None,90,15000
